MHCI	MHCII	Coactivation_molecules	Effector_cells	T_cell_traffic	NK_cells	T_cells	B_cells	M1_signatures	Th1_signature	Antitumor_cytokines	Checkpoint_inhibition	Treg	T_reg_traffic	Neutrophil_signature	Granulocyte_traffic	MDSC	MDSC_traffic	Macrophages	Macrophage_DC_traffic	Th2_signature	Protumor_cytokines	CAF	Matrix	Matrix_remodeling	Angiogenesis	Endothelium	Proliferation_rate	EMT_signature	Class
CRUK0004_SU_T1-R3	0.0101501889872044	0.677846834420206	-0.878419800077379	-1.22918931287069	-0.898657144822533	-1.29178139499531	-0.746267260121567	0.557246756453028	-0.844586794213298	-0.973745748673059	0.488069904789135	-0.854752684346454	-0.525182881843349	-0.806454286443228	-0.620389933831757	-0.468117798802847	-0.858705972782918	-0.32462223855527	-0.0263413735291252	-0.159169456116242	-1.81030011118303	-0.478335246138914	0.620576471945567	0.301514435522278	-0.194581220703372	0.250134162135102	0.86823375350371	-1.6753363748616	-0.818496167280809	2
CRUK0004_SU_T1-R4	0.44825813619561	0.692445119040165	0.0201057070577579	-0.87093682650923	-0.272230240147868	-0.923960243435598	-0.308700935839082	1.14495048874431	-0.940577159917337	-0.915509018444127	0.18399473851714	-0.520754274084368	-0.0555418385185948	0.170849942641259	0.121155040722462	0.131038565655482	-0.26279527181496	0.169925324272366	0.205954489332677	0.615690358573143	-0.271237168771616	0.633991543563377	1.13653907514972	0.957234296459625	0.43965069614481	0.750321517415378	1.17096381429549	-1.04375082228591	0.203337977399761	2
CRUK0005_SU_T1-R2	0.67271169165654	0.488232134213424	1.15692976729841	1.04075468848354	1.12060748941428	0.77417999979009	1.1818511862947	1.80443344853676	0.523408772104676	1.35564182243319	0.871531186387039	1.20663469719346	0.998170872301235	0.524010005271851	-0.719933785761523	-0.187555663397122	0.551563401990908	0.0435398632428616	0.642088672463399	1.139495115959	1.02166442226006	-0.0954684539086823	0.496900055434667	-0.0531937352339955	-0.108138164709576	-0.118458450100911	0.357566749977802	0.586294167659976	-0.502392844807891	3
CRUK0005_SU_T1-R3	0.498533741266717	0.792037577405042	0.770491607278928	-0.34907466953459	0.706435891655056	-0.382106061723851	-0.0520951310065008	0.774146146467519	0.386480585865479	-0.210182505871517	0.647501508166225	0.39170653302599	1.00675661900268	0.59962420597027	-0.397786320545638	0.644342424187457	0.711065858239799	0.609120472260263	1.26834626307774	0.865972385361411	-0.165369406813171	0.17994199340479	0.782237483769632	0.970789579821743	0.557443977701325	0.351831674894331	0.315925499876035	0.0883273900891026	-0.356373010456012	2
CRUK0005_SU_T1-R4	0.481608288556022	0.76146147606103	0.8772735906654	0.173569736199066	0.698994208439733	-0.0104017262006154	0.854327181244787	2.13266517465264	0.464681909591917	0.525238299301374	0.30121411012323	0.837615634512157	0.714612248165148	0.573459636618857	-0.844928090808769	-0.0683962986559134	0.172834704552213	0.377934873945249	0.439497342628645	0.899896836372154	0.639124943149692	-0.0267775259323291	0.736304321679878	-0.274613319851431	-0.684746846140296	0.489186510445285	0.887604866610003	0.0395433944950812	-0.610477022921584	3
CRUK0006_SU_T1-R1	0.554491484520766	0.695204364935755	0.156128761362327	-0.243398072258431	-0.421072218209236	-0.172872311893057	-0.406493192335712	0.1063239363397	0.710879638361484	-0.719252542326522	0.326233050466578	0.21958527436909	-0.360934314755389	-0.691996496909245	0.0749365608905389	0.401543559108735	0.434254695989264	1.19727225740298	1.29182272462814	1.18619352059758	-0.117058603078147	1.7507320627519	1.38659792646497	1.76954213290875	1.38214181822923	1.85741152558734	1.4921865008214	-0.329753084607843	1.37754119758214	0
CRUK0006_SU_T1-R2	0.140010665829217	-0.0380655288298224	-0.952109411360487	-0.663685479712218	-1.51100666169557	-0.565610918848247	-0.788017413702937	-0.192473215409278	-0.176173321049235	-0.793683130372896	-0.448214498044453	-0.767877141111383	-1.06542640379324	-1.48741495973706	-0.332675301048394	0.347703120518053	0.031580448678819	0.666107836016534	-0.0310003610451796	-0.0969568432707922	-1.28035573141794	1.55480259984845	0.52117672546609	1.04489880711086	0.220230345650624	1.33005893439838	1.43968173295101	-0.000579965641744437	0.13369229835924	0
CRUK0008_SU_T1-R1	1.1256673811481	0.800339585216783	1.2324100183019	1.71783676968645	1.02770754014573	1.69191157626801	2.11309857806615	0.802516288594135	0.116625029449549	1.39237055940061	0.413103361903308	1.04568805895314	1.3952602507169	0.466287903956857	-1.00447857368096	-0.601107743322664	0.859863132700701	0.288052374161447	0.853412743410452	1.07940356416018	1.12290649727646	-0.630901530027004	0.143218197778827	-0.513429362428527	-0.0435353017661527	-0.598327603786489	0.722616934872133	-0.757377172600974	-0.367883941401911	1
CRUK0008_SU_T1-R2	0.613142106801824	0.647830006983636	1.38271659820558	1.54274722099678	1.07891376890364	1.47036919627597	2.17958517086742	1.03218035814523	0.46338852632657	1.94135950761902	0.847281969632589	0.924633977256403	1.59902657059434	0.973155619612443	-1.12773277142661	0.231109472156106	1.09025608491705	0.594645956794425	0.485789664374153	1.10809758416197	0.982345062868601	0.0372256942524939	0.0747737655949022	-0.627807858191525	-0.0609527733903916	-0.278344738156203	0.890777582082265	-0.616378416229378	-0.382252449183041	1
CRUK0009_SU_T1-R1	0.907905768397126	-0.178439176792522	-0.504594194512271	-0.234188520289714	0.547408898654048	-0.7183385428981	-0.275187383886493	-0.78402026027317	0.77498203063311	-0.284868173265553	-0.530479207785645	0.0860904889436828	0.468643786500542	0.879270284326919	-0.54216179086487	0.843816919263271	-0.999012339396828	0.134510342391699	0.0422784030474679	0.330546205719957	0.123819702750229	0.659825861916449	0.158386502157775	0.592933792580794	0.660244793062845	-0.673181939985223	-0.0220351516459797	0.939249992587211	-0.29132682613393	0
CRUK0009_SU_T1-R4	1.20637432208882	0.232101899899156	-0.134199711535232	-0.138743962371729	0.0762348381052002	-0.529460843344832	-0.120403050683226	-0.265233847778966	0.625876598195502	0.193690142211929	-0.347332371289813	0.207213033338268	0.81194148970106	1.93197969830745	-1.13994102092982	0.400575066924741	-0.811785281270497	-0.183234514504507	-0.283103322039598	-0.018085649237341	0.116011043504452	-0.508003879052641	-0.949650720767868	-0.0154228310493155	-0.182367697113706	-1.41627325339616	-0.534063692747596	0.935032674224429	-0.639622779192397	0
CRUK0011_SU_T1-R1	1.31223408203871	0.958596318510664	0.774226543852295	0.340519487904272	0.172615713081565	0.0818303157045038	1.43951448153314	2.57489841482409	-0.549661365653647	0.660228031771594	-0.708105691166361	0.470515298788927	0.317697983890572	0.373518529801533	-0.768404975730015	-1.00632104364607	-0.359185174916391	0.0722307568568452	-0.327016847036339	-0.744167141091951	1.19306626507804	-0.625340424262087	0.27604791423612	0.361425637243154	-0.837279834849291	-1.14451812277571	-0.180035340587811	-1.28501680153904	-0.696453236818486	1
CRUK0011_SU_T1-R2	1.11508973644122	0.933994537063496	0.530321916820704	-0.00308893097573173	0.0134845207399707	-0.13138634924748	1.14417579284644	2.20836585144259	-0.49156574253261	0.436713453217752	-0.600232048822539	0.309862285779459	0.249609279437548	0.921312869785965	-0.62691354204806	-0.307356428805033	0.109344123940872	-0.0490633623493136	0.0753168898212316	-0.162314414287654	0.680500123377844	-1.13885327419324	-0.377021469304459	0.114757848659836	-0.766668503005767	-1.32896688323516	-0.691325392547436	-1.40987216678665	-1.1283207324888	1
CRUK0011_SU_T1-R3	0.97251913169729	0.954500846680051	-0.74356821671659	0.10531265330157	0.0838465950833696	-0.407145815182728	1.02642063676694	0.58519114872639	-2.83948705962981	0.127739143010559	-1.50013551742829	-0.360933924690185	-0.0250918347281532	0.905223530594983	-1.04346548919742	-0.753537212917898	-1.3623683441894	-0.319366901526733	-0.737869692478328	-1.57153756110946	1.1591846669881	-2.49658812491971	-1.10504791405572	0.245842005898036	-1.9397511593969	-2.00683282014469	-1.36821394277438	-1.69592619872967	-2.21640175600465	1
CRUK0016_SU_T1-R1	0.65028728600635	0.642078412991983	0.033855143666193	0.14786169585734	0.182898927760407	-0.547483088097337	0.367850235352309	0.880430596415607	-0.849855015205537	-0.548602688394053	-0.398314701665622	-0.0898412317200252	-0.0830664091938369	-0.0345681365448378	-1.52391247052118	-2.01664625421185	-0.185785592385993	-1.35773472516836	-0.305048910960776	0.262269213439043	-0.576676460921297	-0.343285864331205	0.556119467480971	0.36164238605435	0.167581192035611	-0.201525371805884	1.18176372193344	-0.0506925786495088	-0.590979578839778	1
CRUK0016_SU_T1-R2	0.927897662513714	0.768564265498923	0.701218960012322	0.90130810139378	0.987667955161656	0.150376767502003	0.996194278434691	1.24243970824695	0.155091740473183	0.434979514160891	0.785059231829967	0.492526574895185	0.204281060525509	0.523507684285535	-1.22749647771345	-1.68236037646199	0.515064383192495	-0.610679262436775	0.282730581279575	0.986208938288391	0.865683048335991	0.170934416295103	1.04831029979603	0.976856695687837	0.580772761457851	0.436054017683803	1.7394407466306	-0.0450518611915292	0.0277680052932914	1
CRUK0017_SU_T1-R1	-1.24213440286529	-0.0538430414745572	-0.536497485483562	-0.196310036532865	0.250730782566157	-0.297439369918933	-0.0524855223751854	-0.300518977997664	-1.54479051624969	-0.191345020052407	-1.29810147638639	-0.269117165804683	-0.103024079450513	-0.597690881702361	-1.79990222446111	-1.21419380059963	-0.137809773999032	-1.23589880009443	-0.309359216750678	-0.290359571408474	-0.461092534533653	0.624238736996142	0.246602752377587	1.2620033290162	-0.129802947120502	-0.606971039510967	-0.269791186376375	0.394742291090743	-0.801555938800649	2
CRUK0017_SU_T1-R2	0.739463577481859	0.604695770816367	0.494700019319712	0.913150860104472	0.841020157401314	0.829403688125458	1.10699345283827	1.26095753413201	-0.198587924727824	0.726878606692985	-0.431118320098625	1.04020949018176	1.30978755669047	-0.354713079403532	-0.907754258912503	-0.802658724744776	0.726688732414386	-0.0951947901936449	0.471492659819485	0.0670961267431561	-0.303330855055856	1.04603156922856	0.402991510501496	0.711775167930559	-0.0585421129189233	0.227227192572605	0.929213881894292	0.829314346370714	-0.565245764765279	3
CRUK0017_SU_T1-R3	1.02573466030909	0.687978082846931	0.634764594236076	0.749841509314558	0.968130829205595	0.590456889427621	1.0851975098613	1.12773923662639	-0.229745793158134	0.633458280699702	-0.422420961771175	1.13797858629876	1.19081268560291	-0.329595030998361	-1.38354199013253	-1.64827672999379	0.424337601228145	-0.148699035511642	0.981043967782023	0.634424994267843	-0.47564289732191	1.15217586132949	1.09374994433103	1.26454908880153	0.297614724649811	0.628976185737006	1.34985769586547	0.382514592440961	0.329906502332581	3
CRUK0017_SU_T1-R4	0.276843472762947	0.557575864681336	0.259435260238507	0.613730687654931	0.894208133136373	0.347007421356822	0.583031723785127	0.867037908727356	-0.78345414477047	0.248234470541108	-0.811422240888176	0.73606732387858	0.628374820742102	-0.30653533957842	-1.16601546267728	-1.38437728464754	0.507604008488475	-0.446497564892425	0.709994028867942	0.592360073172635	-0.342207214323684	0.515636661094666	0.711880007604254	1.29844879155423	0.178170296760296	-0.240934326736532	0.402592392101074	0.546552456211742	-0.477064829537765	3
CRUK0018_SU_T1-R1	0.352108830437074	0.612357429096205	0.250047159156826	-0.095958065574027	0.524890542830963	-0.133563408085458	0.332489357246691	-0.302641710737084	0.509054318791918	0.393861612135184	0.0477698917464953	0.653536261449357	0.300635620666357	0.569832225941952	-0.268833791906447	-0.706493264825482	-0.301759023093539	0.0689541773910534	0.898433152520671	1.16716383527413	0.158107862357674	-0.509974517357789	0.454807656452257	0.246540870159748	-0.444755941340361	0.450076579891654	1.38779730249642	-0.562065768844683	-0.43607669272937	3
CRUK0018_SU_T1-R2	-0.376794512360566	0.467088352512709	-0.525840760460632	-0.593188160278921	-0.422654574338792	-0.918163239705061	-0.297455726944884	-0.425957113586531	-0.799573578137649	-0.863358210917248	-0.721517810128763	-0.5088108821541	-0.160653268844649	1.23337442039537	0.373159959715912	-0.993510862851232	-1.38622752041568	-0.562158822559345	-0.216280999946009	-0.405763825537276	-0.251829376816128	-1.2526242719971	-0.0693276366689151	-0.313598434864235	-1.54252233127554	-0.271384450455163	0.344000106035152	-1.08925043830704	-1.03068372189386	2
CRUK0018_SU_T1-R3	-0.28326407635562	0.662175654946114	0.436029637334034	-0.496144948808462	0.365543304970039	-0.844392722868153	0.065098994792943	-0.398001654187788	0.362163003925939	-0.38824951470202	0.329803016612107	0.228488066371401	-0.00568430388025285	1.36477307859091	0.206497300044526	-0.0463555232350028	-0.097916183756543	0.316615948368705	1.28198915722776	0.949232574234461	0.317287839475942	0.391517796682213	1.1762779356086	1.46923312594417	0.588130042129132	1.36569076578146	1.2233728909255	-1.1522889172741	1.00646834616123	2
CRUK0018_SU_T1-R4	-0.307816281470049	0.604240512823661	-0.225717975127088	-0.559367211760899	-0.37372087621434	-0.534628849234397	-0.104883567667626	0.237211521784519	-0.105540752576671	0.495015863338821	-0.100061716436722	0.0980693215162241	0.160202236277415	0.600630817372896	0.30275429190613	0.261958414703794	-0.420739101366277	0.0470923847356947	0.424050009101775	0.149441310124248	0.0492193755983269	-0.15804549182425	0.749805749956831	0.588218207342968	0.072386150201175	0.899920327364487	1.22312311409722	-0.763109567312632	0.0823371156300644	2
CRUK0020_SU_T1-R1	0.866188308999033	0.896932577848562	2.40007217757879	1.68470285129377	1.64784164787295	1.55438203503353	1.92496494411503	0.796229900274417	1.41726323659089	1.86764242789066	1.7667339184399	2.44714237056122	2.82315708071187	1.29519033227969	0.0266175267264018	-0.47837873493326	1.27063211894648	0.958075894252583	1.7039852063197	1.96939763597953	2.27190630083755	0.655652338532953	1.40255024956598	0.54520829329695	0.628520696736851	0.540194020029741	0.952351784136389	-0.317272850005094	1.07114710801733	1
CRUK0020_SU_T1-R2	1.05516747671584	0.829293763738535	2.11791590162404	2.19838604228327	1.56142060845145	2.13990724776926	2.11917140260313	1.19523574049286	1.12594552502308	2.13256646923383	1.73733678802253	2.68379692596481	2.2925743687105	1.31257027346466	-0.363710521831571	-0.488983121948092	0.800460191069718	0.721138454693801	1.60842684186461	1.7880896874043	0.975834034207249	0.198286351444605	0.950556767564979	0.264556484173219	0.265980383973936	0.448428166546759	0.816985190838507	0.0875122889120177	0.46637598539829	1
CRUK0021_SU_T1-R1	-0.345743617899078	0.053696021703679	-0.386755341064793	-0.413333003070303	0.383482318742537	-0.429309960753534	-0.140996157642714	-0.233970698075287	-0.158047928546028	0.272475080939157	0.174736886006291	-0.232066150797133	0.0285731280057032	0.219491336588786	0.424763057585176	0.137212457965492	0.124947507824107	-0.381423865787458	0.253425634771912	0.0711627049413344	-0.0728525231638564	0.322484985138856	0.799085406653702	1.39062861411339	0.888540500182967	0.230810376676363	-0.00647509266161221	0.663030324493743	0.333455846396648	0
CRUK0021_SU_T1-R2	-0.121243671615807	0.315290316765055	-0.673103632075868	-0.867210394838486	-0.013031773611511	-0.903976433521592	-0.355289933932026	-0.466364496655299	-0.535493514951681	-0.476714309109856	-0.427713475141158	-0.438056208087402	-0.299931406006848	-0.0198517694842479	0.0730446083900268	-0.212864963538356	-0.590924570267969	-0.444701873933821	0.332148672916698	-0.35180800230784	0.493162006294612	-0.261175254997917	0.0224397151684746	0.689938035089501	-0.12707614182897	-0.10792537993675	-0.233142182951285	0.668158159131755	-0.482724099628905	0
CRUK0022_SU_T1-R1	-0.564042894256215	0.539114363153713	-1.0965333194414	-1.74072573616792	-2.38317259055733	-2.04717798858199	-0.944839028414731	-1.0450044755981	-2.68285151538397	-1.43268714805012	-1.80518487036292	-1.54184815145557	-0.2267539148187	-0.500646670814721	-1.46391013172393	-1.77246570687089	-0.850823469595145	-1.5390174612038	-0.808504458269634	-1.43354577423203	-1.66813436513728	-1.43720363621807	-0.0405989029611556	0.0538442815681684	-0.457035244779232	-1.62804519633426	-0.409691504463291	-0.517658897308718	-1.48949501500771	0
CRUK0022_SU_T1-R2	-0.0361444341244658	0.546489258197062	-1.13977434666221	-1.76252325108216	-1.59853259187139	-1.86202920937345	-1.22085983213565	-0.365483623408163	-1.72615688566522	-1.8762645085912	-2.17639606992539	-1.33493400156582	-0.793813140469905	-0.750065460920516	-1.35080462408479	-0.886547546245685	-1.99821970776667	-0.592608037976127	-1.01705713768377	-1.35971479788704	-1.53841915671235	-0.744308970281726	0.488718806301724	0.382434842992269	-0.629453143367555	-0.84348960907738	0.274189838020433	-0.43875847157385	-0.548787401491829	0
CRUK0023_SU_T1-R1	-0.704396404503827	-0.425258534912749	-1.25028958015859	-1.41218715929811	-1.57655248893086	-1.33076856708172	-0.768266953187658	-0.662385685472502	-1.05175835348229	-0.905784520296958	-0.44408202042552	-1.22304471078312	-1.15130784178049	0.342388941945231	0.117591121882822	0.642267973873897	-1.31760155605097	-0.166221901493015	-0.90353713051679	-1.43622050892797	0.608993114418474	-1.29286025192048	-0.836089480547215	-0.314126315304289	-0.351848640428175	-0.298449811679303	-0.552422652725241	-0.864272019041645	-1.38614344425942	0
CRUK0023_SU_T1-R4	0.0566221169275108	0.488188504276986	0.290489257521166	-0.970996674635302	-0.761152234743062	-1.32594143534791	-0.226618982650726	0.431906091942841	0.148194831248914	-1.17152683606003	0.390462293620599	-0.394313226456205	-0.173985249726337	1.59019859358624	2.04393434341552	1.95239545926003	-0.27421242332111	1.58455158208559	0.463674372584389	0.0331572768384903	-0.182561704787627	-0.250733153879692	0.861220197474331	1.1231752703066	1.24496030415561	0.651477483113057	-0.121128389558532	-1.22639504441461	0.659719971583209	0
CRUK0024_SU_T1-R1	1.32848173710215	0.886084021785662	1.59101890551573	1.79224559278622	1.45846652802112	1.83356692354722	2.03140194171461	1.5996997321838	0.713470351778333	1.64665804252729	1.09935143596528	1.98856611740638	2.10966476337784	1.00217087757714	-0.152957472120284	-0.773073234394028	0.619598041810598	0.237671047146229	1.25045728566721	1.84837572172803	1.76726473494841	-0.28510177433231	0.228067534515493	-0.413616913647857	-1.07490250884843	0.405532065276569	1.58950268501657	-0.168998555410665	-0.73001711880683	1
CRUK0024_SU_T1-R2	1.19178758231314	0.848023205711616	1.17143543585473	1.24114847059845	1.15598712924816	1.2372503758752	1.33878306133153	1.92725750019767	0.377665345096532	0.831805096740498	0.951851730739017	1.33638693491779	1.47883333489631	0.300023847635641	0.795249257709079	0.626794312002476	0.785377864480389	1.03476442432578	0.868834582516041	1.58495441856663	0.727879972137817	0.379509709172181	0.771488716671153	0.316954924989594	-0.768226592328277	1.24959718884449	1.69454040304009	-0.844084989499844	-0.20247465407047	1
CRUK0024_SU_T1-R3	0.832603439458944	0.376722984824648	-0.0917611879422418	0.491792638486134	0.367560075486929	0.787445435153118	0.222598760208611	0.525912611644916	-0.0450977420004931	0.0799413164903946	-1.01023991133572	0.12681930350846	0.891505237586982	-0.215250101485119	-0.364334889397327	-0.399519422516733	-0.635660051522249	-0.133284383159254	0.384182279762737	0.482590484323374	-0.667821088956016	-1.20266263360676	0.257407686477434	0.0713155858272674	-0.886872987767891	-0.0682698088696766	0.58165876857332	0.0536380433421761	-0.906152570042878	1
CRUK0024_SU_T1-R4	0.941913049580468	0.6860148029441	0.710511758545021	1.02336957886907	1.15025625720394	1.14053739443304	0.992684488857111	0.140585214249383	0.58394566124609	0.504567247174337	0.7408562808871	1.06450631425757	1.3620087604722	-0.0123137660961731	-0.375396304762132	0.0811764479192588	1.02267833802756	0.76658020740841	0.812816017521297	1.41834643088725	0.369884833820281	0.525536064625588	0.308724559179418	0.130840496627638	-1.2193856364592	0.852346129387499	1.42347217595789	0.0321816652091892	-0.712965259794946	1
CRUK0025_SU_T1-R1	0.943336234142476	0.708413232852666	-0.274481894070512	-0.03238208357163	0.58458965398624	-0.306556975054728	-0.0125819673005601	-0.260932843359668	-0.657928320021891	-0.0253526035771737	-0.294475947294937	-0.0769009410691282	0.592003830825851	0.624052104982488	-0.923410932318334	-0.312085111600617	-0.0150205487364841	-0.645193911223568	-0.164102907118804	-0.329437059351723	-0.236063103826045	-0.849478639824593	-0.198544452768915	0.18904061013348	-0.186419692001426	-0.0773316104277564	0.376626299166251	-0.730917070145032	-1.27168573685785	2
CRUK0025_SU_T1-R3	0.579588092357251	0.643603880431409	0.142522552010918	0.281503401014655	0.829441658306065	-0.0864657569132081	0.341716154847803	0.713629045442259	-0.480837351335552	-0.0453535499770828	-0.0407436844838242	0.335750226275048	0.874151761189131	0.998735058180317	-0.50139064877512	0.411019003467289	0.308699885985487	-0.217519885546465	0.283750419840772	0.388907043646056	0.091168105249332	-0.329935776283401	0.916323396507798	0.996583295930343	0.816244759853847	0.866333311958797	0.91916216181904	-0.751265725828184	-0.324913089277257	3
CRUK0026_SU_T1-R1	1.07830318279847	0.917675048787256	0.614314714791784	0.253657354523191	0.696084613877394	-0.049503818395639	0.804408351419189	1.56847575299073	-0.00531705523457021	0.103829223452097	-0.190209336902564	0.25635837160953	0.466273404974576	0.302386709194109	-1.06600540114253	-0.513044820348894	0.768546691338384	0.336747241147733	1.00834275035567	0.628469755113015	0.258591208644674	-0.29364853698859	0.506667050229791	0.329460249309117	-0.0334458617655695	-0.447081542514779	0.793720866660167	-0.173973726971076	-0.97192891912062	3
CRUK0026_SU_T1-R2	0.831506519102255	0.854686032516077	-0.203370767352985	-0.449600102131484	0.0798473747212222	-0.80547799772789	-0.307084960234104	0.479307470405974	-0.557647734311097	-0.53928690219966	-0.596315362489858	-0.331587882968954	0.131635950313788	-0.422656787417548	-1.1614282249367	-0.732730014264178	0.711233870250459	-0.282188236681896	0.699974527492921	0.0241995093636904	-0.52735875666516	-0.845624858855525	-0.0240172203532127	0.3590954575047	-0.188129468122965	-1.13215454466928	-0.0863443871459145	0.101412121310113	-1.31138495420504	2
CRUK0027_SU_T1-R1	1.26794516204197	0.963771239557363	1.75928452331653	1.71215642218608	1.56873248379261	1.37670830400841	1.91604869721856	0.891111162311901	1.14085774634875	1.73650280337085	1.03741908071379	2.2217221985487	1.79300313104987	0.631631074441373	0.0717667554615619	1.24569345397371	1.14294779502536	1.16779669430081	1.22733100439229	1.05819667725824	0.494522402632386	0.34351793284231	0.816929775733445	0.352596388925599	0.362275999500639	1.05865540817533	1.0050275590955	-0.566511837346129	0.240645824396117	1
